Gene Systematic Name,Gene Official Symbol,Gene Synonyms,Organism
YKL006W,RPL14A,ribosomal 60S subunit protein L14A|L14e|L14A|L000002706,Saccharomyces cerevisiae (S288c)
YLR100W,ERG27,3-keto-steroid reductase,Saccharomyces cerevisiae (S288c)
YLR262C,YPT6,Rab family GTPase YPT6|L000002896|L000002948,Saccharomyces cerevisiae (S288c)
YML019W,OST6,L000004224,Saccharomyces cerevisiae (S288c)
YMR197C,VTI1,L000003598,Saccharomyces cerevisiae (S288c)
YNL038W,GPI15,-,Saccharomyces cerevisiae (S288c)
YOL094C,RFC4,replication factor C subunit 4|L000001625,Saccharomyces cerevisiae (S288c)
YPL076W,GPI2,GCR4|L000002807,Saccharomyces cerevisiae (S288c)
YBR142W,MAK5,L000000979,Saccharomyces cerevisiae (S288c)
YHR066W,SSF1,L000002080,Saccharomyces cerevisiae (S288c)
YBL034C,STU1,L000002138,Saccharomyces cerevisiae (S288c)
YLR170C,APS1,YAP19|L000002493,Saccharomyces cerevisiae (S288c)
YLR195C,NMT1,CDC72|glycylpeptide N-tetradecanoyltransferase NMT1|L000001259,Saccharomyces cerevisiae (S288c)
YLR222C,UTP13,-,Saccharomyces cerevisiae (S288c)
YPR029C,APL4,L000004054,Saccharomyces cerevisiae (S288c)
YMR039C,SUB1,TSP1|L000003936,Saccharomyces cerevisiae (S288c)
YIR011C,STS1,DBF8|SSM5|L000000489,Saccharomyces cerevisiae (S288c)
YBR135W,CKS1,cyclin-dependent protein kinase regulatory subunit CKS1|L000000347,Saccharomyces cerevisiae (S288c)
YML015C,TAF11,TAF40|TafII40|L000003461,Saccharomyces cerevisiae (S288c)
YMR005W,TAF4,MPT1|TAF48|TSG2|TafII48|L000001144,Saccharomyces cerevisiae (S288c)
YKL020C,SPT23,L000002041,Saccharomyces cerevisiae (S288c)
YDR532C,KRE28,-,Saccharomyces cerevisiae (S288c)
YJR075W,HOC1,L000003274,Saccharomyces cerevisiae (S288c)
YLR114C,AVL9,S000029049|S000029007,Saccharomyces cerevisiae (S288c)
YGL027C,CWH41,DER7|GLS1|L000003121|L000000715,Saccharomyces cerevisiae (S288c)
YMR238W,DFG5,L000004072,Saccharomyces cerevisiae (S288c)
YDR189W,SLY1,L000001923,Saccharomyces cerevisiae (S288c)
YDR238C,SEC26,L000001847,Saccharomyces cerevisiae (S288c)
YDL070W,BDF2,L000004431,Saccharomyces cerevisiae (S288c)
YLR191W,PEX13,PAS20|L000003024,Saccharomyces cerevisiae (S288c)
YGL168W,HUR1,-,Saccharomyces cerevisiae (S288c)
YNL096C,RPS7B,ribosomal 40S subunit protein S7B|S7e|rp30|S7B|L000004473,Saccharomyces cerevisiae (S288c)
YDR182W,CDC1,DSC1|DSR1|ESP2|putative lipid phosphatase CDC1|L000000241,Saccharomyces cerevisiae (S288c)
YOR074C,CDC21,CRT9|TMP1|thymidylate synthase|YOR29-25|L000000260,Saccharomyces cerevisiae (S288c)
YMR093W,UTP15,-,Saccharomyces cerevisiae (S288c)
YBR254C,TRS20,S000007431,Saccharomyces cerevisiae (S288c)
YDR188W,CCT6,HTR3|TCP20|TCP6|L000002271,Saccharomyces cerevisiae (S288c)
YGR120C,COG2,SEC35|L000004877,Saccharomyces cerevisiae (S288c)
YJL081C,ARP4,ACT3|L000000027,Saccharomyces cerevisiae (S288c)
YKR030W,GMH1,MSG1,Saccharomyces cerevisiae (S288c)
YLR337C,VRP1,END5|MDP2|YLR337W|L000001055|L000002481,Saccharomyces cerevisiae (S288c)
YLL048C,YBT1,BAT1|bile acid-transporting ATPase YBT1|L000004345,Saccharomyces cerevisiae (S288c)
YBL007C,SLA1,cytoskeletal protein-binding protein SLA1|L000001912,Saccharomyces cerevisiae (S288c)
YDR212W,TCP1,CCT1|chaperonin-containing T-complex alpha subunit TCP1|L000002267,Saccharomyces cerevisiae (S288c)
YER130C,COM2,-,Saccharomyces cerevisiae (S288c)
YML035C,AMD1,AMD3|AMP deaminase|L000000082|L000002678,Saccharomyces cerevisiae (S288c)
YDR083W,RRP8,-,Saccharomyces cerevisiae (S288c)
YGL112C,TAF6,TAF60|TafII60|L000002828,Saccharomyces cerevisiae (S288c)
YDR006C,SOK1,L000001983,Saccharomyces cerevisiae (S288c)
YLR293C,GSP1,CNR1|CST17|Ran GTPase GSP1|L000000736,Saccharomyces cerevisiae (S288c)
YPL008W,CHL1,CTF1|LPA9|MCM12|L000000318,Saccharomyces cerevisiae (S288c)
YGR098C,ESP1,L000000584,Saccharomyces cerevisiae (S288c)
YOL038W,PRE6,proteasome core particle subunit alpha 4|L000001488,Saccharomyces cerevisiae (S288c)
YBR171W,SEC66,HSS1|SEC71|Sec63 complex subunit SEC66|L000001856,Saccharomyces cerevisiae (S288c)
YPR141C,KAR3,OSR11|L000000888,Saccharomyces cerevisiae (S288c)
YBR211C,AME1,ARP100|L000004725,Saccharomyces cerevisiae (S288c)
YER147C,SCC4,-,Saccharomyces cerevisiae (S288c)
YER157W,COG3,GRD20|SEC34|L000004876,Saccharomyces cerevisiae (S288c)
YJL203W,PRP21,SPP91|L000001507,Saccharomyces cerevisiae (S288c)
YML001W,YPT7,AST4|VAM4|Rab family GTPase YPT7|L000002544,Saccharomyces cerevisiae (S288c)
YDR473C,PRP3,RNA3|L000001496,Saccharomyces cerevisiae (S288c)
YJR135C,MCM22,L000003999,Saccharomyces cerevisiae (S288c)
YLR436C,ECM30,L000003900,Saccharomyces cerevisiae (S288c)
YDR082W,STN1,L000003921,Saccharomyces cerevisiae (S288c)
YHR118C,ORC6,origin recognition complex subunit 6|L000001306,Saccharomyces cerevisiae (S288c)
YOL001W,PHO80,AGS3|TUP7|VAC5|phoR|L000001426,Saccharomyces cerevisiae (S288c)
YDR172W,SUP35,GST1|PNM2|SAL3|SUF12|SUP2|SUP36|translation termination factor GTPase eRF3|eRF3|[PSI(+)]|[PSI]|L000002200,Saccharomyces cerevisiae (S288c)
YGL014W,PUF4,YGL023,Saccharomyces cerevisiae (S288c)
YJL148W,RPA34,CST21|DNA-directed RNA polymerase I subunit RPA34|A34.5|L000004132|L000003000|S000029123,Saccharomyces cerevisiae (S288c)
YDR101C,ARX1,-,Saccharomyces cerevisiae (S288c)
YDR391C,YDR391C,-,Saccharomyces cerevisiae (S288c)
YOR154W,SLP1,-,Saccharomyces cerevisiae (S288c)
YJR017C,ESS1,PIN1|PTF1|peptidylprolyl isomerase ESS1|L000000587,Saccharomyces cerevisiae (S288c)
YLR088W,GAA1,END2|L000000557,Saccharomyces cerevisiae (S288c)
YGR085C,RPL11B,ribosomal 60S subunit protein L11B|rp39B|YL22|L5|L16A|L11B|L000001730|L000001713,Saccharomyces cerevisiae (S288c)
YBR283C,SSH1,L000003994,Saccharomyces cerevisiae (S288c)
YHR129C,ARP1,ACT5|actin-related protein 1|L000000028,Saccharomyces cerevisiae (S288c)
YLR089C,ALT1,alanine transaminase ALT1,Saccharomyces cerevisiae (S288c)
YNR026C,SEC12,SED2|Sar family guanine nucleotide exchange factor SEC12|L000001837,Saccharomyces cerevisiae (S288c)
YFL039C,ACT1,ABY1|END7|actin|L000000025,Saccharomyces cerevisiae (S288c)
YBR031W,RPL4A,ribosomal 60S subunit protein L4A|L4|rp2|YL2|L4A|L2A|L000001701,Saccharomyces cerevisiae (S288c)
YHR191C,CTF8,L000003309,Saccharomyces cerevisiae (S288c)
YBR041W,FAT1,long-chain fatty acid transporter FAT1|L000003201,Saccharomyces cerevisiae (S288c)
YDL100C,GET3,ARR4|guanine nucleotide exchange factor GET3,Saccharomyces cerevisiae (S288c)
YOL141W,PPM2,TYW4,Saccharomyces cerevisiae (S288c)
YKR020W,VPS51,API3|VPS67|WHI6,Saccharomyces cerevisiae (S288c)
YLR166C,SEC10,L000003428,Saccharomyces cerevisiae (S288c)
YMR216C,SKY1,serine/threonine protein kinase SKY1|L000003941,Saccharomyces cerevisiae (S288c)
YOL093W,TRM10,-,Saccharomyces cerevisiae (S288c)
YPR181C,SEC23,GTPase-activating protein SEC23|L000001846|S000028412,Saccharomyces cerevisiae (S288c)
YDR311W,TFB1,TFIIH/NER complex subunit TFB1|L000002284,Saccharomyces cerevisiae (S288c)
YFR052W,RPN12,NIN1|proteasome regulatory particle lid subunit RPN12|L000001251,Saccharomyces cerevisiae (S288c)
YOR069W,VPS5,GRD2|PEP10|VPT5|YOR29-20|L000002920,Saccharomyces cerevisiae (S288c)
YBL021C,HAP3,L000000753,Saccharomyces cerevisiae (S288c)
YBR131W,CCZ1,CVT16|L000004556|L000004776|S000029129,Saccharomyces cerevisiae (S288c)
YDL097C,RPN6,NAS4|proteasome regulatory particle lid subunit RPN6|L000004306,Saccharomyces cerevisiae (S288c)
YFR009W,GCN20,putative AAA family ATPase GCN20|L000000689,Saccharomyces cerevisiae (S288c)
YGL195W,GCN1,AAS103|NDR1|L000000680,Saccharomyces cerevisiae (S288c)
YJR141W,YJR141W,-,Saccharomyces cerevisiae (S288c)
YKL205W,LOS1,L000000950,Saccharomyces cerevisiae (S288c)
YML017W,PSP2,MRS15|L000002882,Saccharomyces cerevisiae (S288c)
YOR236W,DFR1,dihydrofolate reductase|L000000503,Saccharomyces cerevisiae (S288c)
YER061C,CEM1,fatty acid synthase CEM1|L000000292,Saccharomyces cerevisiae (S288c)
YGR229C,SMI1,KNR4|L000000909,Saccharomyces cerevisiae (S288c)
YCL016C,DCC1,-,Saccharomyces cerevisiae (S288c)
YMR235C,RNA1,L000001649,Saccharomyces cerevisiae (S288c)
YPL190C,NAB3,HMD1|L000001228,Saccharomyces cerevisiae (S288c)
YFL007W,BLM10,YFL006W|S000007437,Saccharomyces cerevisiae (S288c)
YKR028W,SAP190,L000002600,Saccharomyces cerevisiae (S288c)
YPR183W,DPM1,SED3|dolichyl-phosphate beta-D-mannosyltransferase|L000000524,Saccharomyces cerevisiae (S288c)
YGL167C,PMR1,BSD1|LDB1|SSC1|Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1|L000004740|L000001455,Saccharomyces cerevisiae (S288c)
YLR039C,RIC1,L000001638,Saccharomyces cerevisiae (S288c)
YKR068C,BET3,TRAPP complex core subunit BET3|L000004057,Saccharomyces cerevisiae (S288c)
YDR145W,TAF12,TAF61|TAF68|TafII61|TafII68|L000003462,Saccharomyces cerevisiae (S288c)
YCR053W,THR4,threonine synthase THR4|L000002300,Saccharomyces cerevisiae (S288c)
YGL247W,BRR6,-,Saccharomyces cerevisiae (S288c)
YBR194W,AIM4,SOY1,Saccharomyces cerevisiae (S288c)
YCL010C,SGF29,-,Saccharomyces cerevisiae (S288c)
YDR246W,TRS23,S000007432,Saccharomyces cerevisiae (S288c)
YGR058W,PEF1,-,Saccharomyces cerevisiae (S288c)
YOR140W,SFL1,L000001869,Saccharomyces cerevisiae (S288c)
YGR200C,ELP2,KTI3|TOT2|Elongator subunit ELP2,Saccharomyces cerevisiae (S288c)
YKR057W,RPS21A,RPS25|ribosomal 40S subunit protein S21A|S21e|YS25|S26A|S21A|L000001761,Saccharomyces cerevisiae (S288c)
YOR116C,RPO31,RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31|C160|L000001746|L000001694,Saccharomyces cerevisiae (S288c)
YPL239W,YAR1,L000002496,Saccharomyces cerevisiae (S288c)
YPR135W,CTF4,CHL15|POB1|chromatin-binding protein CTF4|L000000326,Saccharomyces cerevisiae (S288c)
YLR115W,CFT2,YDH1|L000003599,Saccharomyces cerevisiae (S288c)
YDL082W,RPL13A,ribosomal 60S subunit protein L13A|L13e|L13A|L000004454,Saccharomyces cerevisiae (S288c)
YLR276C,DBP9,L000004249,Saccharomyces cerevisiae (S288c)
YLR316C,TAD3,S000007486,Saccharomyces cerevisiae (S288c)
YOL069W,NUF2,L000001286,Saccharomyces cerevisiae (S288c)
YPL161C,BEM4,ROM7|L000000170,Saccharomyces cerevisiae (S288c)
YOR232W,MGE1,YGE1|GRPE|L000000729|L000002638|L000001101,Saccharomyces cerevisiae (S288c)
YDR339C,FCF1,UTP24,Saccharomyces cerevisiae (S288c)
YPL226W,NEW1,S000007490,Saccharomyces cerevisiae (S288c)
YDR081C,PDC2,L000001355,Saccharomyces cerevisiae (S288c)
YDR126W,SWF1,PSL10,Saccharomyces cerevisiae (S288c)
YLR002C,NOC3,-,Saccharomyces cerevisiae (S288c)
YLR335W,NUP2,nucleoporin NUP2|L000001289,Saccharomyces cerevisiae (S288c)
YML128C,MSC1,-,Saccharomyces cerevisiae (S288c)
YPL017C,IRC15,-,Saccharomyces cerevisiae (S288c)
YDR404C,RPB7,DNA-directed RNA polymerase II subunit RPB7|B16|L000001681,Saccharomyces cerevisiae (S288c)
YPR178W,PRP4,RNA4|L000001497,Saccharomyces cerevisiae (S288c)
YGR113W,DAM1,L000004420,Saccharomyces cerevisiae (S288c)
YML065W,ORC1,origin recognition complex subunit 1|L000003162,Saccharomyces cerevisiae (S288c)
YPL262W,FUM1,fumarase FUM1|L000000632,Saccharomyces cerevisiae (S288c)
YAL025C,MAK16,ribosome biosynthesis protein MAK16|L000000989,Saccharomyces cerevisiae (S288c)
YNR032C-A,HUB1,-,Saccharomyces cerevisiae (S288c)
YDR180W,SCC2,L000004262,Saccharomyces cerevisiae (S288c)
YDR382W,RPP2B,RPL45|YPA1|ribosomal protein P2B|YP2beta|P2B|L45|L000001736,Saccharomyces cerevisiae (S288c)
YLR315W,NKP2,-,Saccharomyces cerevisiae (S288c)
YBR288C,APM3,YKS6|L000002758,Saccharomyces cerevisiae (S288c)
YGR072W,UPF3,SUA6|SUP112|L000003057|S000029549|L000002231,Saccharomyces cerevisiae (S288c)
YGR261C,APL6,YKS5|L000003034,Saccharomyces cerevisiae (S288c)
YHR081W,LRP1,RRP47|YC1D,Saccharomyces cerevisiae (S288c)
YLR110C,CCW12,-,Saccharomyces cerevisiae (S288c)
YMR148W,OSW5,-,Saccharomyces cerevisiae (S288c)
YGL216W,KIP3,tubulin-dependent ATPase KIP3|L000003911,Saccharomyces cerevisiae (S288c)
YKR054C,DYN1,DHC1|PAC6|dynein heavy chain|L000000538,Saccharomyces cerevisiae (S288c)
YMR299C,DYN3,dynein light intermediate chain,Saccharomyces cerevisiae (S288c)
YBR072W,HSP26,chaperone protein HSP26|L000000817,Saccharomyces cerevisiae (S288c)
YOR066W,MSA1,YOR29-17,Saccharomyces cerevisiae (S288c)
YMR243C,ZRC1,OSR1|Zn(2+) transporter ZRC1|L000002570,Saccharomyces cerevisiae (S288c)
YLR309C,IMH1,SYS3|L000003981,Saccharomyces cerevisiae (S288c)
YMR240C,CUS1,L000002833,Saccharomyces cerevisiae (S288c)
YMR304W,UBP15,L000004589,Saccharomyces cerevisiae (S288c)
YIR010W,DSN1,MIND complex subunit DSN1|L000004645,Saccharomyces cerevisiae (S288c)
YGR055W,MUP1,L000003071,Saccharomyces cerevisiae (S288c)
YLR005W,SSL1,TFIIH/NER complex subunit SSL1|L000002085,Saccharomyces cerevisiae (S288c)
YLR254C,NDL1,-,Saccharomyces cerevisiae (S288c)
YCR063W,BUD31,CWC14,Saccharomyces cerevisiae (S288c)
YGL211W,NCS6,TUC1|YGL210W-A,Saccharomyces cerevisiae (S288c)
YIL008W,URM1,ubiquitin-related modifier URM1|S000007535,Saccharomyces cerevisiae (S288c)
YNL119W,NCS2,TUC2,Saccharomyces cerevisiae (S288c)
YOR359W,VTS1,-,Saccharomyces cerevisiae (S288c)
YJR033C,RAV1,SOI3|S000029472|L000002969,Saccharomyces cerevisiae (S288c)
YKL110C,KTI12,TOT4|L000000923,Saccharomyces cerevisiae (S288c)
YMR312W,ELP6,HAP3|KTI4|TOT6|Elongator subunit ELP6,Saccharomyces cerevisiae (S288c)
YBR162W-A,YSY6,L000002554,Saccharomyces cerevisiae (S288c)
YOR265W,RBL2,L000002910,Saccharomyces cerevisiae (S288c)
YFL029C,CAK1,CIV1|cyclin-dependent protein kinase-activating kinase CAK1|L000003177,Saccharomyces cerevisiae (S288c)
YLR287C-A,RPS30A,ribosomal 40S subunit protein S30A|S30e|S30A|L000003183,Saccharomyces cerevisiae (S288c)
YNL118C,DCP2,PSU1|decapping enzyme complex catalytic subunit DCP1|L000002866,Saccharomyces cerevisiae (S288c)
YFR038W,IRC5,-,Saccharomyces cerevisiae (S288c)
YKL081W,TEF4,EFC1|L000002280,Saccharomyces cerevisiae (S288c)
YDR482C,CWC21,-,Saccharomyces cerevisiae (S288c)
YLR386W,VAC14,-,Saccharomyces cerevisiae (S288c)
YGL215W,CLG1,L000000356,Saccharomyces cerevisiae (S288c)
YML081C-A,ATP18,F1F0 ATP synthase subunit i|L000004548,Saccharomyces cerevisiae (S288c)
YPR043W,RPL43A,ribosomal 60S subunit protein L43A|L43e|L43A|L000004469,Saccharomyces cerevisiae (S288c)
YBR058C-A,TSC3,-,Saccharomyces cerevisiae (S288c)
YJL085W,EXO70,L000003349,Saccharomyces cerevisiae (S288c)
YPR168W,NUT2,MED10|L000003447|L000004593,Saccharomyces cerevisiae (S288c)
YGL141W,HUL5,ubiquitin-ubiquitin ligase HUL5,Saccharomyces cerevisiae (S288c)
YIL057C,RGI2,-,Saccharomyces cerevisiae (S288c)
YKR026C,GCN3,AAS2|translation initiation factor eIF2B subunit alpha|L000000682,Saccharomyces cerevisiae (S288c)
YNR067C,DSE4,ENG1,Saccharomyces cerevisiae (S288c)
YPL071C,YPL071C,-,Saccharomyces cerevisiae (S288c)
YAL055W,PEX22,YAF5|ubiquitin-protein transferase activating protein PEX22,Saccharomyces cerevisiae (S288c)
YIL103W,DPH1,KIF48,Saccharomyces cerevisiae (S288c)
YKL087C,CYT2,cytochrome c1 heme lyase CYT2|CC1HL|L000000473,Saccharomyces cerevisiae (S288c)
YDR512C,EMI1,-,Saccharomyces cerevisiae (S288c)
YPL066W,RGL1,-,Saccharomyces cerevisiae (S288c)
YMR074C,YMR074C,-,Saccharomyces cerevisiae (S288c)
YGL233W,SEC15,L000001840,Saccharomyces cerevisiae (S288c)
YHR203C,RPS4B,ribosomal 40S subunit protein S4B|S4e|rp5|YS6|S7B|S4B|L000001750,Saccharomyces cerevisiae (S288c)
YJL104W,PAM16,MIA1|TIM16,Saccharomyces cerevisiae (S288c)
YKL065C,YET1,L000003484,Saccharomyces cerevisiae (S288c)
YNL067W,RPL9B,ribosomal 60S subunit protein L9B|L6|rp24|YL11|L9B|L8B|L000003165,Saccharomyces cerevisiae (S288c)
YNR007C,ATG3,APG3|AUT1|L000004056|L000004783,Saccharomyces cerevisiae (S288c)
YOR279C,RFM1,-,Saccharomyces cerevisiae (S288c)
YIL154C,IMP2,IMP2|L000000865,Saccharomyces cerevisiae (S288c)
YDR045C,RPC11,DNA-directed RNA polymerase III core subunit RPC11|C11|L000004954,Saccharomyces cerevisiae (S288c)
YAR014C,BUD14,protein phosphatase regulator BUD14,Saccharomyces cerevisiae (S288c)
YJR059W,PTK2,STK2|protein kinase PTK2|L000003492,Saccharomyces cerevisiae (S288c)
YPL195W,APL5,YKS4|L000003037,Saccharomyces cerevisiae (S288c)
YLL029W,FRA1,RUP2,Saccharomyces cerevisiae (S288c)
YGR081C,SLX9,-,Saccharomyces cerevisiae (S288c)
YJL046W,AIM22,LIP3|RRG3|putative lipoate--protein ligase,Saccharomyces cerevisiae (S288c)
YJR021C,REC107,MER2|L000001606,Saccharomyces cerevisiae (S288c)
YOR196C,LIP5,putative lipoate synthase|L000002613,Saccharomyces cerevisiae (S288c)
YCR068W,ATG15,AUT5|CVT17|triglyceride lipase ATG15|L000004767|L000004751,Saccharomyces cerevisiae (S288c)
YDR517W,GRH1,-,Saccharomyces cerevisiae (S288c)
YHR017W,YSC83,L000002830,Saccharomyces cerevisiae (S288c)
YHR027C,RPN1,HRD2|NAS1|proteasome regulatory particle base subunit RPN1|L000003039,Saccharomyces cerevisiae (S288c)
YHR122W,CIA2,-,Saccharomyces cerevisiae (S288c)
YJR064W,CCT5,TCP5|L000002717,Saccharomyces cerevisiae (S288c)
YLR319C,BUD6,AIP3|L000000071|L000002602,Saccharomyces cerevisiae (S288c)
YMR294W,JNM1,INS1|PAC3|L000000884,Saccharomyces cerevisiae (S288c)
YBL102W,SFT2,L000002950,Saccharomyces cerevisiae (S288c)
YOR127W,RGA1,DBM1|THE1|L000002626,Saccharomyces cerevisiae (S288c)
YDR392W,SPT3,transcriptional regulator SPT3|L000002029,Saccharomyces cerevisiae (S288c)
YNL044W,YIP3,L000003269,Saccharomyces cerevisiae (S288c)
YBL031W,SHE1,L000002867,Saccharomyces cerevisiae (S288c)
YDR147W,EKI1,bifunctional choline kinase/ethanolamine kinase EKI1|L000004610,Saccharomyces cerevisiae (S288c)
YJL002C,OST1,NLT1|L000002649,Saccharomyces cerevisiae (S288c)
YJR011C,YJR011C,-,Saccharomyces cerevisiae (S288c)
YKR011C,YKR011C,TOS5,Saccharomyces cerevisiae (S288c)
YBR255W,MTC4,-,Saccharomyces cerevisiae (S288c)
YJL062W,LAS21,GPI7|L000004283|L000004818,Saccharomyces cerevisiae (S288c)
YKL034W,TUL1,ubiquitin-protein ligase TUL1,Saccharomyces cerevisiae (S288c)
YKL160W,ELF1,-,Saccharomyces cerevisiae (S288c)
YOR228C,MCP1,-,Saccharomyces cerevisiae (S288c)
YOR266W,PNT1,L000001460,Saccharomyces cerevisiae (S288c)
YPL128C,TBF1,LPI16|L000002264,Saccharomyces cerevisiae (S288c)
YGR133W,PEX4,PAS2|UBC10|E2 ubiquitin-protein ligase peroxin 4|L000001338,Saccharomyces cerevisiae (S288c)
YJL011C,RPC17,DNA-directed RNA polymerase III subunit RPC17|C17,Saccharomyces cerevisiae (S288c)
YKR010C,TOF2,L000004245,Saccharomyces cerevisiae (S288c)
YDL076C,RXT3,-,Saccharomyces cerevisiae (S288c)
YER153C,PET122,L000001397,Saccharomyces cerevisiae (S288c)
YKR090W,PXL1,-,Saccharomyces cerevisiae (S288c)
YNL123W,NMA111,YNM3,Saccharomyces cerevisiae (S288c)
YIL140W,AXL2,BUD10|SRO4|L000003104,Saccharomyces cerevisiae (S288c)
YLR143W,DPH6,-,Saccharomyces cerevisiae (S288c)
YGL084C,GUP1,L000004739,Saccharomyces cerevisiae (S288c)
YGL091C,NBP35,L000003338,Saccharomyces cerevisiae (S288c)
YGR224W,AZR1,-,Saccharomyces cerevisiae (S288c)
YOR171C,LCB4,sphinganine kinase LCB4|L000004328,Saccharomyces cerevisiae (S288c)
YNL037C,IDH1,isocitrate dehydrogenase (NAD(+)) IDH1|L000000849,Saccharomyces cerevisiae (S288c)
YNR039C,ZRG17,Zn(2+) transporter ZRG17|S000007519,Saccharomyces cerevisiae (S288c)
YJL214W,HXT8,hexose transporter HXT8|L000000842,Saccharomyces cerevisiae (S288c)
YOR040W,GLO4,hydroxyacylglutathione hydrolase GLO4|L000003489,Saccharomyces cerevisiae (S288c)
YGL124C,MON1,AUT12,Saccharomyces cerevisiae (S288c)
YCL063W,VAC17,YCL062W,Saccharomyces cerevisiae (S288c)
YDR236C,FMN1,riboflavin kinase,Saccharomyces cerevisiae (S288c)
YGL142C,GPI10,L000004297,Saccharomyces cerevisiae (S288c)
YDR181C,SAS4,L000004214,Saccharomyces cerevisiae (S288c)
YDR315C,IPK1,GSL1|inositol pentakisphosphate 2-kinase|L000003564,Saccharomyces cerevisiae (S288c)
YBR024W,SCO2,L000001816,Saccharomyces cerevisiae (S288c)
YDR076W,RAD55,putative DNA-dependent ATPase RAD55|L000001575,Saccharomyces cerevisiae (S288c)
YKL176C,LST4,L000004354,Saccharomyces cerevisiae (S288c)
YNL003C,PET8,SAM5|L000001385,Saccharomyces cerevisiae (S288c)
YDR186C,YDR186C,-,Saccharomyces cerevisiae (S288c)
YHR111W,UBA4,YHR1,Saccharomyces cerevisiae (S288c)
YLR448W,RPL6B,ribosomal 60S subunit protein L6B|L6e|rp18|YL16|L6B|L17B|L000001714,Saccharomyces cerevisiae (S288c)
YMR239C,RNT1,L000002844,Saccharomyces cerevisiae (S288c)
YNR017W,TIM23,MAS6|MIM23|MPI3|protein transporter TIM23|L000001140|L000001028,Saccharomyces cerevisiae (S288c)
YPL183W-A,RTC6,TAE4|putative mitochondrial 54S ribosomal protein RTC6|GON5,Saccharomyces cerevisiae (S288c)
YDR538W,PAD1,POF1|phenylacrylic acid decarboxylase PAD1|L000001331,Saccharomyces cerevisiae (S288c)
YKL079W,SMY1,L000001940,Saccharomyces cerevisiae (S288c)
YMR290C,HAS1,ATP-dependent RNA helicase HAS1|L000004179,Saccharomyces cerevisiae (S288c)
YOR167C,RPS28A,RPS33A|ribosomal 40S subunit protein S28A|S28e|YS27|S33A|S28A|L000001767,Saccharomyces cerevisiae (S288c)
YBR028C,YPK3,putative protein kinase YPK3,Saccharomyces cerevisiae (S288c)
YGR279C,SCW4,L000004565,Saccharomyces cerevisiae (S288c)
YHR003C,TCD1,-,Saccharomyces cerevisiae (S288c)
YPR085C,ASA1,-,Saccharomyces cerevisiae (S288c)
YGR203W,YCH1,-,Saccharomyces cerevisiae (S288c)
YBL008W,HIR1,L000000776,Saccharomyces cerevisiae (S288c)
YNR032W,PPG1,putative serine/threonine-protein kinase PPG1|L000001470,Saccharomyces cerevisiae (S288c)
YBR217W,ATG12,APG12|L000004702,Saccharomyces cerevisiae (S288c)
YDR073W,SNF11,L000003167,Saccharomyces cerevisiae (S288c)
YAL058W,CNE1,FUN48|calnexin|L000000373,Saccharomyces cerevisiae (S288c)
YGR028W,MSP1,YTA4|L000001200|L000002558,Saccharomyces cerevisiae (S288c)
YJL139C,YUR1,mannosyltransferase YUR1|L000002566,Saccharomyces cerevisiae (S288c)
YMR029C,FAR8,-,Saccharomyces cerevisiae (S288c)
YNL099C,OCA1,putative tyrosine protein phosphatase OCA1,Saccharomyces cerevisiae (S288c)
YDL083C,RPS16B,ribosomal 40S subunit protein S16B|S9|rp61R|S16B|L000004478,Saccharomyces cerevisiae (S288c)
YDR156W,RPA14,DNA-directed RNA polymerase I subunit RPA14|A14|L000002883,Saccharomyces cerevisiae (S288c)
YER063W,THO1,L000004712,Saccharomyces cerevisiae (S288c)
YKR007W,MEH1,EGO1|GSE2,Saccharomyces cerevisiae (S288c)
YML026C,RPS18B,ribosomal 40S subunit protein S18B|S18B|S13|L000004481,Saccharomyces cerevisiae (S288c)
YMR143W,RPS16A,ribosomal 40S subunit protein S16A|S9|rp61R|S16A|L000004477,Saccharomyces cerevisiae (S288c)
YNL091W,NST1,-,Saccharomyces cerevisiae (S288c)
YPL079W,RPL21B,ribosomal 60S subunit protein L21B|L21e|L21B|L000004459,Saccharomyces cerevisiae (S288c)
YGL160W,AIM14,YNO1,Saccharomyces cerevisiae (S288c)
YGL078C,DBP3,RNA-dependent ATPase DBP3|L000000494,Saccharomyces cerevisiae (S288c)
YJL059W,YHC3,BTN1|L000003332|L000003284,Saccharomyces cerevisiae (S288c)
YJR032W,CPR7,peptidylprolyl isomerase CPR7|L000003230,Saccharomyces cerevisiae (S288c)
YKL008C,LAC1,DGT1|sphingosine N-acyltransferase LAC1,Saccharomyces cerevisiae (S288c)
YKL127W,PGM1,phosphoglucomutase PGM1|L000001412,Saccharomyces cerevisiae (S288c)
YKR084C,HBS1,ribosome dissociation factor GTPase HBS1|L000000756,Saccharomyces cerevisiae (S288c)
YLR077W,FMP25,BCA1,Saccharomyces cerevisiae (S288c)
YOR367W,SCP1,L000004232,Saccharomyces cerevisiae (S288c)
YGR248W,SOL4,6-phosphogluconolactonase SOL4|L000003365,Saccharomyces cerevisiae (S288c)
YKR027W,BCH2,FMP50,Saccharomyces cerevisiae (S288c)
YLL055W,YCT1,-,Saccharomyces cerevisiae (S288c)
YKL175W,ZRT3,Zn(2+) transporter ZRT3,Saccharomyces cerevisiae (S288c)
